gene_id	tsig
ENSG00000215845	MitoCarta
ENSG00000072042	MitoCarta
ENSG00000173641	MitoCarta
ENSG00000102897	MitoCarta
ENSG00000141447	MitoCarta
ENSG00000160957	MitoCarta
ENSG00000229833	MitoCarta
ENSG00000156515	MitoCarta
ENSG00000104381	MitoCarta
ENSG00000122033	MitoCarta
ENSG00000076248	MitoCarta
ENSG00000149124	MitoCarta
ENSG00000176974	MitoCarta
ENSG00000063241	MitoCarta
ENSG00000150787	MitoCarta
ENSG00000113593	MitoCarta
ENSG00000159199	MitoCarta
ENSG00000174326	MitoCarta
ENSG00000151552	MitoCarta
ENSG00000118596	MitoCarta
ENSG00000150967	MitoCarta
ENSG00000123815	MitoCarta
ENSG00000105793	MitoCarta
ENSG00000113407	MitoCarta
ENSG00000100300	MitoCarta
ENSG00000167996	MitoCarta
ENSG00000104907	MitoCarta
ENSG00000100902	MitoCarta
ENSG00000133597	MitoCarta
ENSG00000087008	MitoCarta
ENSG00000111737	MitoCarta
ENSG00000134056	MitoCarta
ENSG00000172840	MitoCarta
ENSG00000155189	MitoCarta
ENSG00000172366	MitoCarta
ENSG00000175567	MitoCarta
ENSG00000147454	MitoCarta
ENSG00000155287	MitoCarta
ENSG00000145832	MitoCarta
ENSG00000077713	MitoCarta
ENSG00000140107	MitoCarta
ENSG00000181240	MitoCarta
ENSG00000162461	MitoCarta
ENSG00000100266	MitoCarta
ENSG00000122729	MitoCarta
ENSG00000076242	MitoCarta
ENSG00000100714	MitoCarta
ENSG00000132394	MitoCarta
ENSG00000120915	MitoCarta
ENSG00000116133	MitoCarta
ENSG00000165609	MitoCarta
ENSG00000107745	MitoCarta
ENSG00000142168	MitoCarta
ENSG00000183569	MitoCarta
ENSG00000167716	MitoCarta
ENSG00000178057	MitoCarta
ENSG00000163170	MitoCarta
ENSG00000145247	MitoCarta
ENSG00000136444	MitoCarta
ENSG00000144959	MitoCarta
ENSG00000159685	MitoCarta
ENSG00000111669	MitoCarta
ENSG00000118246	MitoCarta
ENSG00000131779	MitoCarta
ENSG00000184857	MitoCarta
ENSG00000154358	MitoCarta
ENSG00000166347	MitoCarta
ENSG00000140451	MitoCarta
ENSG00000163586	MitoCarta
ENSG00000101986	MitoCarta
ENSG00000111640	MitoCarta
ENSG00000147471	MitoCarta
ENSG00000067221	MitoCarta
ENSG00000155368	MitoCarta
ENSG00000241973	MitoCarta
ENSG00000138035	MitoCarta
ENSG00000155957	MitoCarta
ENSG00000184428	MitoCarta
ENSG00000169609	MitoCarta
ENSG00000171865	MitoCarta
ENSG00000154258	MitoCarta
ENSG00000116171	MitoCarta
ENSG00000111696	MitoCarta
ENSG00000088179	MitoCarta
ENSG00000182712	MitoCarta
ENSG00000161533	MitoCarta
ENSG00000111716	MitoCarta
ENSG00000182362	MitoCarta
ENSG00000169567	MitoCarta
ENSG00000143627	MitoCarta
ENSG00000090432	MitoCarta
ENSG00000166548	MitoCarta
ENSG00000116771	MitoCarta
ENSG00000134326	MitoCarta
ENSG00000015475	MitoCarta
ENSG00000213465	MitoCarta
ENSG00000213463	MitoCarta
ENSG00000168958	MitoCarta
ENSG00000169738	MitoCarta
ENSG00000170502	MitoCarta
ENSG00000242110	MitoCarta
ENSG00000170917	MitoCarta
ENSG00000105341	MitoCarta
ENSG00000122687	MitoCarta
ENSG00000030110	MitoCarta
ENSG00000102967	MitoCarta
ENSG00000069535	MitoCarta
ENSG00000143198	MitoCarta
ENSG00000162836	MitoCarta
ENSG00000175581	MitoCarta
ENSG00000172482	MitoCarta
ENSG00000100243	MitoCarta
ENSG00000182810	MitoCarta
ENSG00000176171	MitoCarta
ENSG00000132781	MitoCarta
ENSG00000178605	MitoCarta
ENSG00000140459	MitoCarta
ENSG00000109180	MitoCarta
ENSG00000123600	MitoCarta
ENSG00000165526	MitoCarta
ENSG00000172113	MitoCarta
ENSG00000105701	MitoCarta
ENSG00000160703	MitoCarta
ENSG00000110074	MitoCarta
ENSG00000162851	MitoCarta
ENSG00000163644	MitoCarta
ENSG00000135390	MitoCarta
ENSG00000198888	MitoCarta
ENSG00000174099	MitoCarta
ENSG00000165028	MitoCarta
ENSG00000065057	MitoCarta
ENSG00000198060	MitoCarta
ENSG00000183605	MitoCarta
ENSG00000169100	MitoCarta
ENSG00000114026	MitoCarta
ENSG00000213339	MitoCarta
ENSG00000042286	MitoCarta
ENSG00000167815	MitoCarta
ENSG00000112234	MitoCarta
ENSG00000119927	MitoCarta
ENSG00000125375	MitoCarta
ENSG00000137824	MitoCarta
ENSG00000122378	MitoCarta
ENSG00000173915	MitoCarta
ENSG00000149474	MitoCarta
ENSG00000189221	MitoCarta
ENSG00000189227	MitoCarta
ENSG00000165949	MitoCarta
ENSG00000132763	MitoCarta
ENSG00000134419	MitoCarta
ENSG00000116791	MitoCarta
ENSG00000183010	MitoCarta
ENSG00000186081	MitoCarta
ENSG00000198755	MitoCarta
ENSG00000185973	MitoCarta
ENSG00000173726	MitoCarta
ENSG00000164587	MitoCarta
ENSG00000162377	MitoCarta
ENSG00000100335	MitoCarta
ENSG00000143653	MitoCarta
ENSG00000166920	MitoCarta
ENSG00000104765	MitoCarta
ENSG00000215251	MitoCarta
ENSG00000116288	MitoCarta
ENSG00000113643	MitoCarta
ENSG00000054523	MitoCarta
ENSG00000106603	MitoCarta
ENSG00000212907	MitoCarta
ENSG00000089163	MitoCarta
ENSG00000137288	MitoCarta
ENSG00000174840	MitoCarta
ENSG00000103024	MitoCarta
ENSG00000132153	MitoCarta
ENSG00000164896	MitoCarta
ENSG00000169519	MitoCarta
ENSG00000019186	MitoCarta
ENSG00000125779	MitoCarta
ENSG00000174990	MitoCarta
ENSG00000168268	MitoCarta
ENSG00000170634	MitoCarta
ENSG00000160072	MitoCarta
ENSG00000167112	MitoCarta
ENSG00000165644	MitoCarta
ENSG00000169169	MitoCarta
ENSG00000174928	MitoCarta
ENSG00000197157	MitoCarta
ENSG00000174606	MitoCarta
ENSG00000123131	MitoCarta
ENSG00000135624	MitoCarta
ENSG00000185624	MitoCarta
ENSG00000169188	MitoCarta
ENSG00000128050	MitoCarta
ENSG00000137463	MitoCarta
ENSG00000119431	MitoCarta
ENSG00000179988	MitoCarta
ENSG00000179142	MitoCarta
ENSG00000138363	MitoCarta
ENSG00000174374	MitoCarta
ENSG00000222011	MitoCarta
ENSG00000141682	MitoCarta
ENSG00000117862	MitoCarta
ENSG00000033050	MitoCarta
ENSG00000182134	MitoCarta
ENSG00000111012	MitoCarta
ENSG00000256525	MitoCarta
ENSG00000152683	MitoCarta
ENSG00000133878	MitoCarta
ENSG00000127989	MitoCarta
ENSG00000167468	MitoCarta
ENSG00000197208	MitoCarta
ENSG00000093010	MitoCarta
ENSG00000139637	MitoCarta
ENSG00000006282	MitoCarta
ENSG00000174021	MitoCarta
ENSG00000164366	MitoCarta
ENSG00000008405	MitoCarta
ENSG00000068366	MitoCarta
ENSG00000125871	MitoCarta
ENSG00000108387	MitoCarta
ENSG00000104412	MitoCarta
ENSG00000115468	MitoCarta
ENSG00000101084	MitoCarta
ENSG00000100596	MitoCarta
ENSG00000106541	MitoCarta
ENSG00000125458	MitoCarta
ENSG00000138293	MitoCarta
ENSG00000204099	MitoCarta
ENSG00000006530	MitoCarta
ENSG00000167264	MitoCarta
ENSG00000025772	MitoCarta
ENSG00000100890	MitoCarta
ENSG00000139437	MitoCarta
ENSG00000223572	MitoCarta
ENSG00000183648	MitoCarta
ENSG00000106246	MitoCarta
ENSG00000064012	MitoCarta
ENSG00000171552	MitoCarta
ENSG00000182899	MitoCarta
ENSG00000170632	MitoCarta
ENSG00000158402	MitoCarta
ENSG00000118508	MitoCarta
ENSG00000166394	MitoCarta
ENSG00000135631	MitoCarta
ENSG00000113272	MitoCarta
ENSG00000113384	MitoCarta
ENSG00000138078	MitoCarta
ENSG00000124279	MitoCarta
ENSG00000121289	MitoCarta
ENSG00000070081	MitoCarta
ENSG00000110719	MitoCarta
ENSG00000188554	MitoCarta
ENSG00000117906	MitoCarta
ENSG00000141756	MitoCarta
ENSG00000155542	MitoCarta
ENSG00000153574	MitoCarta
ENSG00000135862	MitoCarta
ENSG00000002330	MitoCarta
ENSG00000171791	MitoCarta
ENSG00000129473	MitoCarta
ENSG00000104936	MitoCarta
ENSG00000138346	MitoCarta
ENSG00000198695	MitoCarta
ENSG00000100601	MitoCarta
ENSG00000100151	MitoCarta
ENSG00000108599	MitoCarta
ENSG00000101349	MitoCarta
ENSG00000178694	MitoCarta
ENSG00000174740	MitoCarta
ENSG00000146250	MitoCarta
ENSG00000145246	MitoCarta
ENSG00000122335	MitoCarta
ENSG00000136874	MitoCarta
ENSG00000171103	MitoCarta
ENSG00000107020	MitoCarta
ENSG00000109475	MitoCarta
ENSG00000187742	MitoCarta
ENSG00000214827	MitoCarta
ENSG00000165507	MitoCarta
ENSG00000178074	MitoCarta
ENSG00000188611	MitoCarta
ENSG00000169504	MitoCarta
ENSG00000099940	MitoCarta
ENSG00000066651	MitoCarta
ENSG00000254636	MitoCarta
