distance	id	tc	localization_cat	tc_region	hval_cat
-29	cytosolic;utr3;hval_midmid	0	cytosolic	utr3	hval_midmid
-28	cytosolic;utr3;hval_midmid	0	cytosolic	utr3	hval_midmid
-27	cytosolic;utr3;hval_midmid	0.0179069351001509	cytosolic	utr3	hval_midmid
-26	cytosolic;utr3;hval_midmid	0.0102325343429434	cytosolic	utr3	hval_midmid
-25	cytosolic;utr3;hval_midmid	0	cytosolic	utr3	hval_midmid
-24	cytosolic;utr3;hval_midmid	0	cytosolic	utr3	hval_midmid
-23	cytosolic;utr3;hval_midmid	0.0102325343429434	cytosolic	utr3	hval_midmid
-22	cytosolic;utr3;hval_midmid	0.0153488015144151	cytosolic	utr3	hval_midmid
-21	cytosolic;utr3;hval_midmid	0.0179069351001509	cytosolic	utr3	hval_midmid
-20	cytosolic;utr3;hval_midmid	0	cytosolic	utr3	hval_midmid
-19	cytosolic;utr3;hval_midmid	0	cytosolic	utr3	hval_midmid
-18	cytosolic;utr3;hval_midmid	0	cytosolic	utr3	hval_midmid
-17	cytosolic;utr3;hval_midmid	0	cytosolic	utr3	hval_midmid
-16	cytosolic;utr3;hval_midmid	0.0281394694430943	cytosolic	utr3	hval_midmid
-15	cytosolic;utr3;hval_midmid	0.0281394694430943	cytosolic	utr3	hval_midmid
-14	cytosolic;utr3;hval_midmid	0.0537208053004528	cytosolic	utr3	hval_midmid
-13	cytosolic;utr3;hval_midmid	0.0281394694430943	cytosolic	utr3	hval_midmid
-12	cytosolic;utr3;hval_midmid	0.033255736614566	cytosolic	utr3	hval_midmid
-11	cytosolic;utr3;hval_midmid	0.0409301373717736	cytosolic	utr3	hval_midmid
-10	cytosolic;utr3;hval_midmid	0.0153488015144151	cytosolic	utr3	hval_midmid
-9	cytosolic;utr3;hval_midmid	0.0179069351001509	cytosolic	utr3	hval_midmid
-8	cytosolic;utr3;hval_midmid	0.0383720037860377	cytosolic	utr3	hval_midmid
-7	cytosolic;utr3;hval_midmid	0.0179069351001509	cytosolic	utr3	hval_midmid
-6	cytosolic;utr3;hval_midmid	0.0409301373717736	cytosolic	utr3	hval_midmid
-5	cytosolic;utr3;hval_midmid	0.0153488015144151	cytosolic	utr3	hval_midmid
-4	cytosolic;utr3;hval_midmid	0.0383720037860377	cytosolic	utr3	hval_midmid
-3	cytosolic;utr3;hval_midmid	0.0920928090864906	cytosolic	utr3	hval_midmid
-2	cytosolic;utr3;hval_midmid	0.171394950244302	cytosolic	utr3	hval_midmid
-1	cytosolic;utr3;hval_midmid	0.0409301373717735	cytosolic	utr3	hval_midmid
0	cytosolic;utr3;hval_midmid	0.672789133048528	cytosolic	utr3	hval_midmid
1	cytosolic;utr3;hval_midmid	0.102325343429434	cytosolic	utr3	hval_midmid
2	cytosolic;utr3;hval_midmid	0.10488347701517	cytosolic	utr3	hval_midmid
3	cytosolic;utr3;hval_midmid	0.084418408329283	cytosolic	utr3	hval_midmid
4	cytosolic;utr3;hval_midmid	0.0818602747435472	cytosolic	utr3	hval_midmid
5	cytosolic;utr3;hval_midmid	0.0409301373717736	cytosolic	utr3	hval_midmid
6	cytosolic;utr3;hval_midmid	0.0102325343429434	cytosolic	utr3	hval_midmid
7	cytosolic;utr3;hval_midmid	0.0639533396433961	cytosolic	utr3	hval_midmid
8	cytosolic;utr3;hval_midmid	0.051162671714717	cytosolic	utr3	hval_midmid
9	cytosolic;utr3;hval_midmid	0.153488015144151	cytosolic	utr3	hval_midmid
10	cytosolic;utr3;hval_midmid	0.0741858739863396	cytosolic	utr3	hval_midmid
11	cytosolic;utr3;hval_midmid	0.0486045381289811	cytosolic	utr3	hval_midmid
12	cytosolic;utr3;hval_midmid	0.0486045381289811	cytosolic	utr3	hval_midmid
13	cytosolic;utr3;hval_midmid	0	cytosolic	utr3	hval_midmid
14	cytosolic;utr3;hval_midmid	0.0306976030288302	cytosolic	utr3	hval_midmid
15	cytosolic;utr3;hval_midmid	0.0588370724719245	cytosolic	utr3	hval_midmid
16	cytosolic;utr3;hval_midmid	0.112557877772377	cytosolic	utr3	hval_midmid
17	cytosolic;utr3;hval_midmid	0	cytosolic	utr3	hval_midmid
18	cytosolic;utr3;hval_midmid	0.0358138702003019	cytosolic	utr3	hval_midmid
19	cytosolic;utr3;hval_midmid	0.00767440075720755	cytosolic	utr3	hval_midmid
20	cytosolic;utr3;hval_midmid	0	cytosolic	utr3	hval_midmid
21	cytosolic;utr3;hval_midmid	0.0204650686858868	cytosolic	utr3	hval_midmid
22	cytosolic;utr3;hval_midmid	0.0102325343429434	cytosolic	utr3	hval_midmid
23	cytosolic;utr3;hval_midmid	0.0716277404006037	cytosolic	utr3	hval_midmid
24	cytosolic;utr3;hval_midmid	0.00767440075720755	cytosolic	utr3	hval_midmid
25	cytosolic;utr3;hval_midmid	0	cytosolic	utr3	hval_midmid
26	cytosolic;utr3;hval_midmid	0.0179069351001509	cytosolic	utr3	hval_midmid
27	cytosolic;utr3;hval_midmid	0.00767440075720755	cytosolic	utr3	hval_midmid
28	cytosolic;utr3;hval_midmid	0.0102325343429434	cytosolic	utr3	hval_midmid
29	cytosolic;utr3;hval_midmid	0	cytosolic	utr3	hval_midmid
30	cytosolic;utr3;hval_midmid	0	cytosolic	utr3	hval_midmid
31	cytosolic;utr3;hval_midmid	0	cytosolic	utr3	hval_midmid
32	cytosolic;utr3;hval_midmid	0	cytosolic	utr3	hval_midmid
33	cytosolic;utr3;hval_midmid	0.0127906679286792	cytosolic	utr3	hval_midmid
34	cytosolic;utr3;hval_midmid	0	cytosolic	utr3	hval_midmid
35	cytosolic;utr3;hval_midmid	0	cytosolic	utr3	hval_midmid
36	cytosolic;utr3;hval_midmid	0	cytosolic	utr3	hval_midmid
37	cytosolic;utr3;hval_midmid	0	cytosolic	utr3	hval_midmid
38	cytosolic;utr3;hval_midmid	0	cytosolic	utr3	hval_midmid
39	cytosolic;utr3;hval_midmid	0.0230232022716226	cytosolic	utr3	hval_midmid
40	cytosolic;utr3;hval_midmid	0	cytosolic	utr3	hval_midmid
-40	membrane;cds;hval_hi	0.0332557366145659	membrane	cds	hval_hi
-39	membrane;cds;hval_hi	0.0869765419150189	membrane	cds	hval_hi
-38	membrane;cds;hval_hi	0.0281394694430943	membrane	cds	hval_hi
-37	membrane;cds;hval_hi	0.0486045381289811	membrane	cds	hval_hi
-36	membrane;cds;hval_hi	0.0588370724719245	membrane	cds	hval_hi
-35	membrane;cds;hval_hi	0	membrane	cds	hval_hi
-34	membrane;cds;hval_hi	0.0767440075720755	membrane	cds	hval_hi
-33	membrane;cds;hval_hi	0.0639533396433962	membrane	cds	hval_hi
-32	membrane;cds;hval_hi	0.176511217415773	membrane	cds	hval_hi
-31	membrane;cds;hval_hi	0.0153488015144151	membrane	cds	hval_hi
-30	membrane;cds;hval_hi	0.0383720037860377	membrane	cds	hval_hi
-29	membrane;cds;hval_hi	0.0613952060576603	membrane	cds	hval_hi
-28	membrane;cds;hval_hi	0.035813870200302	membrane	cds	hval_hi
-27	membrane;cds;hval_hi	0.171394950244302	membrane	cds	hval_hi
-26	membrane;cds;hval_hi	0.0690696068148678	membrane	cds	hval_hi
-25	membrane;cds;hval_hi	0.0741858739863396	membrane	cds	hval_hi
-24	membrane;cds;hval_hi	0.148371747972679	membrane	cds	hval_hi
-23	membrane;cds;hval_hi	0.204650686858868	membrane	cds	hval_hi
-22	membrane;cds;hval_hi	0.0434882709575094	membrane	cds	hval_hi
-21	membrane;cds;hval_hi	0.0460464045432451	membrane	cds	hval_hi
-20	membrane;cds;hval_hi	0.353022434831547	membrane	cds	hval_hi
-19	membrane;cds;hval_hi	0.0306976030288302	membrane	cds	hval_hi
-18	membrane;cds;hval_hi	0.329999232559924	membrane	cds	hval_hi
-17	membrane;cds;hval_hi	0.115116011358113	membrane	cds	hval_hi
-16	membrane;cds;hval_hi	0.219999488373283	membrane	cds	hval_hi
-15	membrane;cds;hval_hi	0.335115499731396	membrane	cds	hval_hi
-14	membrane;cds;hval_hi	0.207208820444603	membrane	cds	hval_hi
-13	membrane;cds;hval_hi	1.05650917090891	membrane	cds	hval_hi
-12	membrane;cds;hval_hi	0.370929369931698	membrane	cds	hval_hi
-11	membrane;cds;hval_hi	0.368371236345962	membrane	cds	hval_hi
-10	membrane;cds;hval_hi	0.179069351001509	membrane	cds	hval_hi
-9	membrane;cds;hval_hi	0.286510961602415	membrane	cds	hval_hi
-8	membrane;cds;hval_hi	0.317208564631245	membrane	cds	hval_hi
-7	membrane;cds;hval_hi	0.665114732291319	membrane	cds	hval_hi
-6	membrane;cds;hval_hi	0.153488015144151	membrane	cds	hval_hi
-5	membrane;cds;hval_hi	0.810928346678262	membrane	cds	hval_hi
-4	membrane;cds;hval_hi	0.43744084316083	membrane	cds	hval_hi
-3	membrane;cds;hval_hi	0.667672865877056	membrane	cds	hval_hi
-2	membrane;cds;hval_hi	0.87488168632166	membrane	cds	hval_hi
-1	membrane;cds;hval_hi	0.624184594919547	membrane	cds	hval_hi
0	membrane;cds;hval_hi	1.77022844132921	membrane	cds	hval_hi
1	membrane;cds;hval_hi	0.583254457547773	membrane	cds	hval_hi
2	membrane;cds;hval_hi	0.516742984318641	membrane	cds	hval_hi
3	membrane;cds;hval_hi	0.204650686858868	membrane	cds	hval_hi
4	membrane;cds;hval_hi	0.173953083830038	membrane	cds	hval_hi
5	membrane;cds;hval_hi	0.217441354787547	membrane	cds	hval_hi
6	membrane;cds;hval_hi	0.777672610063696	membrane	cds	hval_hi
7	membrane;cds;hval_hi	0.432324575989358	membrane	cds	hval_hi
8	membrane;cds;hval_hi	0.289069095188151	membrane	cds	hval_hi
9	membrane;cds;hval_hi	0.107441610600906	membrane	cds	hval_hi
10	membrane;cds;hval_hi	0.112557877772377	membrane	cds	hval_hi
11	membrane;cds;hval_hi	0.191860018930189	membrane	cds	hval_hi
12	membrane;cds;hval_hi	0.335115499731396	membrane	cds	hval_hi
13	membrane;cds;hval_hi	0.196976286101661	membrane	cds	hval_hi
14	membrane;cds;hval_hi	0.322324831802717	membrane	cds	hval_hi
15	membrane;cds;hval_hi	0.237906423473434	membrane	cds	hval_hi
16	membrane;cds;hval_hi	0.294185362359623	membrane	cds	hval_hi
17	membrane;cds;hval_hi	0.173953083830038	membrane	cds	hval_hi
18	membrane;cds;hval_hi	0	membrane	cds	hval_hi
19	membrane;cds;hval_hi	0.161162415901358	membrane	cds	hval_hi
20	membrane;cds;hval_hi	0.186743751758717	membrane	cds	hval_hi
21	membrane;cds;hval_hi	0.0716277404006036	membrane	cds	hval_hi
22	membrane;cds;hval_hi	0.0793021411578114	membrane	cds	hval_hi
23	membrane;cds;hval_hi	0.176511217415773	membrane	cds	hval_hi
24	membrane;cds;hval_hi	0.263487759330792	membrane	cds	hval_hi
25	membrane;cds;hval_hi	0.204650686858868	membrane	cds	hval_hi
26	membrane;cds;hval_hi	0.0537208053004528	membrane	cds	hval_hi
27	membrane;cds;hval_hi	0.194418152515924	membrane	cds	hval_hi
28	membrane;cds;hval_hi	0.222557621959019	membrane	cds	hval_hi
29	membrane;cds;hval_hi	0.0793021411578114	membrane	cds	hval_hi
30	membrane;cds;hval_hi	0.0409301373717735	membrane	cds	hval_hi
31	membrane;cds;hval_hi	0.0511626717147169	membrane	cds	hval_hi
32	membrane;cds;hval_hi	0.465580312603924	membrane	cds	hval_hi
33	membrane;cds;hval_hi	0.127906679286792	membrane	cds	hval_hi
34	membrane;cds;hval_hi	0.509068583561433	membrane	cds	hval_hi
35	membrane;cds;hval_hi	0.133022946458264	membrane	cds	hval_hi
36	membrane;cds;hval_hi	0.102325343429434	membrane	cds	hval_hi
37	membrane;cds;hval_hi	0.317208564631245	membrane	cds	hval_hi
38	membrane;cds;hval_hi	0.0511626717147169	membrane	cds	hval_hi
39	membrane;cds;hval_hi	0.0588370724719245	membrane	cds	hval_hi
40	membrane;cds;hval_hi	0.138139213629736	membrane	cds	hval_hi
-40	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-39	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-38	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-37	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-36	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-35	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-34	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-33	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-32	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-31	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-30	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-29	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-28	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-27	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-26	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-25	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-24	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-23	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-22	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-21	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-20	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-19	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-18	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-17	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-16	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-15	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-14	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-13	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-12	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-11	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-10	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-9	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-8	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-7	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-6	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-5	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-4	membrane;cds;hval_lo	0.033255736614566	membrane	cds	hval_lo
-3	membrane;cds;hval_lo	0.135581080044	membrane	cds	hval_lo
-2	membrane;cds;hval_lo	0.271162160088	membrane	cds	hval_lo
-1	membrane;cds;hval_lo	0.16627868307283	membrane	cds	hval_lo
0	membrane;cds;hval_lo	4.66347752679645	membrane	cds	hval_lo
1	membrane;cds;hval_lo	0.0972090762579622	membrane	cds	hval_lo
2	membrane;cds;hval_lo	0.051162671714717	membrane	cds	hval_lo
3	membrane;cds;hval_lo	0.217441354787547	membrane	cds	hval_lo
4	membrane;cds;hval_lo	0.0741858739863396	membrane	cds	hval_lo
5	membrane;cds;hval_lo	0	membrane	cds	hval_lo
6	membrane;cds;hval_lo	0	membrane	cds	hval_lo
7	membrane;cds;hval_lo	0	membrane	cds	hval_lo
8	membrane;cds;hval_lo	0	membrane	cds	hval_lo
9	membrane;cds;hval_lo	0	membrane	cds	hval_lo
10	membrane;cds;hval_lo	0	membrane	cds	hval_lo
11	membrane;cds;hval_lo	0	membrane	cds	hval_lo
12	membrane;cds;hval_lo	0	membrane	cds	hval_lo
13	membrane;cds;hval_lo	0	membrane	cds	hval_lo
14	membrane;cds;hval_lo	0	membrane	cds	hval_lo
15	membrane;cds;hval_lo	0	membrane	cds	hval_lo
16	membrane;cds;hval_lo	0	membrane	cds	hval_lo
17	membrane;cds;hval_lo	0	membrane	cds	hval_lo
18	membrane;cds;hval_lo	0	membrane	cds	hval_lo
19	membrane;cds;hval_lo	0	membrane	cds	hval_lo
20	membrane;cds;hval_lo	0	membrane	cds	hval_lo
21	membrane;cds;hval_lo	0	membrane	cds	hval_lo
22	membrane;cds;hval_lo	0	membrane	cds	hval_lo
23	membrane;cds;hval_lo	0	membrane	cds	hval_lo
24	membrane;cds;hval_lo	0	membrane	cds	hval_lo
25	membrane;cds;hval_lo	0	membrane	cds	hval_lo
26	membrane;cds;hval_lo	0	membrane	cds	hval_lo
27	membrane;cds;hval_lo	0	membrane	cds	hval_lo
28	membrane;cds;hval_lo	0	membrane	cds	hval_lo
29	membrane;cds;hval_lo	0	membrane	cds	hval_lo
30	membrane;cds;hval_lo	0	membrane	cds	hval_lo
31	membrane;cds;hval_lo	0	membrane	cds	hval_lo
32	membrane;cds;hval_lo	0	membrane	cds	hval_lo
33	membrane;cds;hval_lo	0	membrane	cds	hval_lo
34	membrane;cds;hval_lo	0	membrane	cds	hval_lo
35	membrane;cds;hval_lo	0	membrane	cds	hval_lo
36	membrane;cds;hval_lo	0	membrane	cds	hval_lo
37	membrane;cds;hval_lo	0	membrane	cds	hval_lo
38	membrane;cds;hval_lo	0	membrane	cds	hval_lo
39	membrane;cds;hval_lo	0	membrane	cds	hval_lo
40	membrane;cds;hval_lo	0	membrane	cds	hval_lo
-40	membrane;cds;hval_midhi	0.0383720037860378	membrane	cds	hval_midhi
-39	membrane;cds;hval_midhi	0.0434882709575093	membrane	cds	hval_midhi
-38	membrane;cds;hval_midhi	0	membrane	cds	hval_midhi
-37	membrane;cds;hval_midhi	0	membrane	cds	hval_midhi
-36	membrane;cds;hval_midhi	0.0230232022716226	membrane	cds	hval_midhi
-35	membrane;cds;hval_midhi	0.0204650686858868	membrane	cds	hval_midhi
-34	membrane;cds;hval_midhi	0.0204650686858868	membrane	cds	hval_midhi
-33	membrane;cds;hval_midhi	0.0920928090864904	membrane	cds	hval_midhi
-32	membrane;cds;hval_midhi	0.0179069351001509	membrane	cds	hval_midhi
-31	membrane;cds;hval_midhi	0	membrane	cds	hval_midhi
-30	membrane;cds;hval_midhi	0	membrane	cds	hval_midhi
-29	membrane;cds;hval_midhi	0.033255736614566	membrane	cds	hval_midhi
-28	membrane;cds;hval_midhi	0.00767440075720755	membrane	cds	hval_midhi
-27	membrane;cds;hval_midhi	0.00767440075720755	membrane	cds	hval_midhi
-26	membrane;cds;hval_midhi	0.0204650686858868	membrane	cds	hval_midhi
-25	membrane;cds;hval_midhi	0.0281394694430943	membrane	cds	hval_midhi
-24	membrane;cds;hval_midhi	0	membrane	cds	hval_midhi
-23	membrane;cds;hval_midhi	0.0409301373717735	membrane	cds	hval_midhi
-22	membrane;cds;hval_midhi	0.0102325343429434	membrane	cds	hval_midhi
-21	membrane;cds;hval_midhi	0.0716277404006037	membrane	cds	hval_midhi
-20	membrane;cds;hval_midhi	0.0997672098436981	membrane	cds	hval_midhi
-19	membrane;cds;hval_midhi	0.115116011358113	membrane	cds	hval_midhi
-18	membrane;cds;hval_midhi	0.125348545701057	membrane	cds	hval_midhi
-17	membrane;cds;hval_midhi	0.158604282315623	membrane	cds	hval_midhi
-16	membrane;cds;hval_midhi	0.156046148729887	membrane	cds	hval_midhi
-15	membrane;cds;hval_midhi	0.248138957816377	membrane	cds	hval_midhi
-14	membrane;cds;hval_midhi	0.0127906679286792	membrane	cds	hval_midhi
-13	membrane;cds;hval_midhi	0.0588370724719245	membrane	cds	hval_midhi
-12	membrane;cds;hval_midhi	0.143255480801207	membrane	cds	hval_midhi
-11	membrane;cds;hval_midhi	0.109999744186641	membrane	cds	hval_midhi
-10	membrane;cds;hval_midhi	0.0972090762579622	membrane	cds	hval_midhi
-9	membrane;cds;hval_midhi	0.194418152515924	membrane	cds	hval_midhi
-8	membrane;cds;hval_midhi	0.12279041211532	membrane	cds	hval_midhi
-7	membrane;cds;hval_midhi	0.051162671714717	membrane	cds	hval_midhi
-6	membrane;cds;hval_midhi	0.158604282315623	membrane	cds	hval_midhi
-5	membrane;cds;hval_midhi	0.199534419687396	membrane	cds	hval_midhi
-4	membrane;cds;hval_midhi	0.22767388913049	membrane	cds	hval_midhi
-3	membrane;cds;hval_midhi	0.340231766902868	membrane	cds	hval_midhi
-2	membrane;cds;hval_midhi	0.278836560845207	membrane	cds	hval_midhi
-1	membrane;cds;hval_midhi	0.324882965388453	membrane	cds	hval_midhi
0	membrane;cds;hval_midhi	1.38395026988309	membrane	cds	hval_midhi
1	membrane;cds;hval_midhi	0.452789644675245	membrane	cds	hval_midhi
2	membrane;cds;hval_midhi	0.271162160088	membrane	cds	hval_midhi
3	membrane;cds;hval_midhi	0.355580568417283	membrane	cds	hval_midhi
4	membrane;cds;hval_midhi	0.117674144943849	membrane	cds	hval_midhi
5	membrane;cds;hval_midhi	0.161162415901358	membrane	cds	hval_midhi
6	membrane;cds;hval_midhi	0.0869765419150188	membrane	cds	hval_midhi
7	membrane;cds;hval_midhi	0.186743751758717	membrane	cds	hval_midhi
8	membrane;cds;hval_midhi	0.125348545701057	membrane	cds	hval_midhi
9	membrane;cds;hval_midhi	0.066511473229132	membrane	cds	hval_midhi
10	membrane;cds;hval_midhi	0.051162671714717	membrane	cds	hval_midhi
11	membrane;cds;hval_midhi	0.107441610600905	membrane	cds	hval_midhi
12	membrane;cds;hval_midhi	0.120232278529585	membrane	cds	hval_midhi
13	membrane;cds;hval_midhi	0.0946509426722265	membrane	cds	hval_midhi
14	membrane;cds;hval_midhi	0.278836560845207	membrane	cds	hval_midhi
15	membrane;cds;hval_midhi	0.278836560845207	membrane	cds	hval_midhi
16	membrane;cds;hval_midhi	0.514184850732905	membrane	cds	hval_midhi
17	membrane;cds;hval_midhi	0.0793021411578113	membrane	cds	hval_midhi
18	membrane;cds;hval_midhi	0.0716277404006036	membrane	cds	hval_midhi
19	membrane;cds;hval_midhi	0.0102325343429434	membrane	cds	hval_midhi
20	membrane;cds;hval_midhi	0.135581080044	membrane	cds	hval_midhi
21	membrane;cds;hval_midhi	0.0460464045432452	membrane	cds	hval_midhi
22	membrane;cds;hval_midhi	0.140697347215472	membrane	cds	hval_midhi
23	membrane;cds;hval_midhi	0.0639533396433961	membrane	cds	hval_midhi
24	membrane;cds;hval_midhi	0.0537208053004528	membrane	cds	hval_midhi
25	membrane;cds;hval_midhi	0.0358138702003019	membrane	cds	hval_midhi
26	membrane;cds;hval_midhi	0.0690696068148679	membrane	cds	hval_midhi
27	membrane;cds;hval_midhi	0.00767440075720755	membrane	cds	hval_midhi
28	membrane;cds;hval_midhi	0.0997672098436981	membrane	cds	hval_midhi
29	membrane;cds;hval_midhi	0.0409301373717736	membrane	cds	hval_midhi
30	membrane;cds;hval_midhi	0.0537208053004528	membrane	cds	hval_midhi
31	membrane;cds;hval_midhi	0.0127906679286792	membrane	cds	hval_midhi
32	membrane;cds;hval_midhi	0.033255736614566	membrane	cds	hval_midhi
33	membrane;cds;hval_midhi	0.0844184083292831	membrane	cds	hval_midhi
34	membrane;cds;hval_midhi	0.081860274743547	membrane	cds	hval_midhi
35	membrane;cds;hval_midhi	0.0460464045432453	membrane	cds	hval_midhi
36	membrane;cds;hval_midhi	0.0358138702003018	membrane	cds	hval_midhi
37	membrane;cds;hval_midhi	0.0588370724719244	membrane	cds	hval_midhi
38	membrane;cds;hval_midhi	0.0179069351001509	membrane	cds	hval_midhi
39	membrane;cds;hval_midhi	0.0102325343429434	membrane	cds	hval_midhi
40	membrane;cds;hval_midhi	0.0102325343429434	membrane	cds	hval_midhi
-40	membrane;cds;hval_midlo	0	membrane	cds	hval_midlo
-39	membrane;cds;hval_midlo	0.0409301373717736	membrane	cds	hval_midlo
-38	membrane;cds;hval_midlo	0	membrane	cds	hval_midlo
-37	membrane;cds;hval_midlo	0	membrane	cds	hval_midlo
-36	membrane;cds;hval_midlo	0.0179069351001509	membrane	cds	hval_midlo
-35	membrane;cds;hval_midlo	0.0102325343429434	membrane	cds	hval_midlo
-34	membrane;cds;hval_midlo	0	membrane	cds	hval_midlo
-33	membrane;cds;hval_midlo	0.00767440075720755	membrane	cds	hval_midlo
-32	membrane;cds;hval_midlo	0.0179069351001509	membrane	cds	hval_midlo
-31	membrane;cds;hval_midlo	0	membrane	cds	hval_midlo
-30	membrane;cds;hval_midlo	0	membrane	cds	hval_midlo
-29	membrane;cds;hval_midlo	0.00767440075720755	membrane	cds	hval_midlo
-28	membrane;cds;hval_midlo	0.0358138702003018	membrane	cds	hval_midlo
-27	membrane;cds;hval_midlo	0.0179069351001509	membrane	cds	hval_midlo
-26	membrane;cds;hval_midlo	0	membrane	cds	hval_midlo
-25	membrane;cds;hval_midlo	0.033255736614566	membrane	cds	hval_midlo
-24	membrane;cds;hval_midlo	0.0179069351001509	membrane	cds	hval_midlo
-23	membrane;cds;hval_midlo	0.0767440075720754	membrane	cds	hval_midlo
-22	membrane;cds;hval_midlo	0.0230232022716226	membrane	cds	hval_midlo
-21	membrane;cds;hval_midlo	0.0230232022716226	membrane	cds	hval_midlo
-20	membrane;cds;hval_midlo	0.0153488015144151	membrane	cds	hval_midlo
-19	membrane;cds;hval_midlo	0.0767440075720755	membrane	cds	hval_midlo
-18	membrane;cds;hval_midlo	0.10488347701517	membrane	cds	hval_midlo
-17	membrane;cds;hval_midlo	0.0102325343429434	membrane	cds	hval_midlo
-16	membrane;cds;hval_midlo	0.0690696068148679	membrane	cds	hval_midlo
-15	membrane;cds;hval_midlo	0.189301885344453	membrane	cds	hval_midlo
-14	membrane;cds;hval_midlo	0.0588370724719245	membrane	cds	hval_midlo
-13	membrane;cds;hval_midlo	0.0639533396433962	membrane	cds	hval_midlo
-12	membrane;cds;hval_midlo	0.102325343429434	membrane	cds	hval_midlo
-11	membrane;cds;hval_midlo	0.0818602747435471	membrane	cds	hval_midlo
-10	membrane;cds;hval_midlo	0.0230232022716226	membrane	cds	hval_midlo
-9	membrane;cds;hval_midlo	0.0153488015144151	membrane	cds	hval_midlo
-8	membrane;cds;hval_midlo	0.0306976030288302	membrane	cds	hval_midlo
-7	membrane;cds;hval_midlo	0.107441610600906	membrane	cds	hval_midlo
-6	membrane;cds;hval_midlo	0.0946509426722262	membrane	cds	hval_midlo
-5	membrane;cds;hval_midlo	0.0639533396433962	membrane	cds	hval_midlo
-4	membrane;cds;hval_midlo	0.0639533396433962	membrane	cds	hval_midlo
-3	membrane;cds;hval_midlo	0.0204650686858868	membrane	cds	hval_midlo
-2	membrane;cds;hval_midlo	0.099767209843698	membrane	cds	hval_midlo
-1	membrane;cds;hval_midlo	0.109999744186641	membrane	cds	hval_midlo
0	membrane;cds;hval_midlo	2.11301834181781	membrane	cds	hval_midlo
1	membrane;cds;hval_midlo	0.237906423473434	membrane	cds	hval_midlo
2	membrane;cds;hval_midlo	0.0537208053004528	membrane	cds	hval_midlo
3	membrane;cds;hval_midlo	0.207208820444604	membrane	cds	hval_midlo
4	membrane;cds;hval_midlo	0.0716277404006037	membrane	cds	hval_midlo
5	membrane;cds;hval_midlo	0.0869765419150188	membrane	cds	hval_midlo
6	membrane;cds;hval_midlo	0.115116011358113	membrane	cds	hval_midlo
7	membrane;cds;hval_midlo	0.0741858739863396	membrane	cds	hval_midlo
8	membrane;cds;hval_midlo	0.0895346755007546	membrane	cds	hval_midlo
9	membrane;cds;hval_midlo	0.0639533396433962	membrane	cds	hval_midlo
10	membrane;cds;hval_midlo	0.204650686858868	membrane	cds	hval_midlo
11	membrane;cds;hval_midlo	0.0690696068148679	membrane	cds	hval_midlo
12	membrane;cds;hval_midlo	0.0793021411578113	membrane	cds	hval_midlo
13	membrane;cds;hval_midlo	0.0613952060576603	membrane	cds	hval_midlo
14	membrane;cds;hval_midlo	0.109999744186641	membrane	cds	hval_midlo
15	membrane;cds;hval_midlo	0.0486045381289811	membrane	cds	hval_midlo
16	membrane;cds;hval_midlo	0.102325343429434	membrane	cds	hval_midlo
17	membrane;cds;hval_midlo	0.00767440075720755	membrane	cds	hval_midlo
18	membrane;cds;hval_midlo	0.0434882709575094	membrane	cds	hval_midlo
19	membrane;cds;hval_midlo	0.0255813358573585	membrane	cds	hval_midlo
